Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
769,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,25.4,29.2,0.351,UAE18---_HELCFUSC_25.4,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
770,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.4,27.4,0.278,UAE18---_HELCFUSC_23.4,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
771,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.1,26.2,0.273,UAE18---_HELCFUSC_23.1,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
772,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,19.8,23.5,0.148,UAE18---_HELCFUSC_19.8,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
773,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,27.7,0.293,UAE18---_HELCFUSC_22.9,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
774,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.9,27.1,0.298,UAE18---_HELCFUSC_22.9,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
775,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.6,27.4,0.352,UAE18---_HELCFUSC_23.6,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
776,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,26.2,30.6,0.452,UAE18---_HELCFUSC_26.2,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
777,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,20.7,24,0.21,UAE18---_HELCFUSC_20.7,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
778,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.1,25.6,0.225,UAE18---_HELCFUSC_23.1,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
779,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,23.5,26.9,0.303,UAE18---_HELCFUSC_23.5,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
780,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.9,25.5,0.238,UAE18---_HELCFUSC_21.9,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
781,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.6,24.7,0.232,UAE18---_HELCFUSC_21.6,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
782,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,27.7,31.9,0.453,UAE18---_HELCFUSC_27.7,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
783,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21.5,25.2,0.214,UAE18---_HELCFUSC_21.5,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
784,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,23.9,0.176,UAE18---_HELCFUSC_21,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
785,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,21,24.8,0.199,UAE18---_HELCFUSC_21,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
786,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,24.5,28.2,0.294,UAE18---_HELCFUSC_24.5,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
787,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Tripterygiidae,Helcogramma,fuscopinna,HELCFUSC,22.8,26,0.231,UAE18---_HELCFUSC_22.8,25.49257,56.36386,NPNT-Lot,Hel. fuscopinna,3.8,InvMob,Solitr,BnthDw,28.25
788,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.1,26.7,0.305,UAE18---_HETEVULG_24.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
789,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.7,25.3,0.307,UAE18---_HETEVULG_21.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
790,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,19.4,0.145,UAE18---_HETEVULG_15.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
791,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.3,24,0.292,UAE18---_HETEVULG_20.3,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
792,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,20.4,0.161,UAE18---_HETEVULG_16.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
793,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.8,25.6,0.362,UAE18---_HETEVULG_21.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
794,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,22.7,0.233,UAE18---_HETEVULG_18.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
795,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,21.7,0.19,UAE18---_HETEVULG_18.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
796,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,21.9,0.185,UAE18---_HETEVULG_18.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
797,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.4,24.1,0.249,UAE18---_HETEVULG_20.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
798,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.6,23.4,0.268,UAE18---_HETEVULG_19.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
799,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,17.4,0.113,UAE18---_HETEVULG_14.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
800,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.7,22.5,0.261,UAE18---_HETEVULG_18.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
801,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.2,24,0.28,UAE18---_HETEVULG_20.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
802,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.7,21.3,0.21,UAE18---_HETEVULG_17.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
803,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.6,21.6,0.198,UAE18---_HETEVULG_17.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
804,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24,0.264,UAE18---_HETEVULG_20.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
805,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.9,26.3,0.35,UAE18---_HETEVULG_21.9,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
806,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.3,19.8,0.164,UAE18---_HETEVULG_16.3,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
807,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.1,21.1,0.185,UAE18---_HETEVULG_18.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
808,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24,0.264,UAE18---_HETEVULG_20.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
809,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,20.2,0.174,UAE18---_HETEVULG_17.3,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
810,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.4,22,0.163,UAE18---_HETEVULG_18.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
811,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.7,25.6,0.312,UAE18---_HETEVULG_21.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
812,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.8,21.7,0.162,UAE18---_HETEVULG_17.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
813,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21,24.4,0.294,UAE18---_HETEVULG_21,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
814,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,20.9,0.197,UAE18---_HETEVULG_18,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
815,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,19.6,0.119,UAE18---_HETEVULG_16.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
816,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.4,17.9,0.087,UAE18---_HETEVULG_14.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
817,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,12.7,15.7,0.059,UAE18---_HETEVULG_12.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
818,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,20.8,0.192,UAE18---_HETEVULG_17.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
819,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.5,26.3,0.338,UAE18---_HETEVULG_21.5,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
820,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.8,25.4,0.311,UAE18---_HETEVULG_20.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
821,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,19.9,0.16,UAE18---_HETEVULG_16.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
822,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.4,23.4,0.299,UAE18---_HETEVULG_20.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
823,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,21.9,0.208,UAE18---_HETEVULG_18.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
824,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,21.4,0.163,UAE18---_HETEVULG_16.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
825,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,19.9,0.141,UAE18---_HETEVULG_16.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
826,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.1,17.8,0.117,UAE18---_HETEVULG_15.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
827,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.8,20,0.177,UAE18---_HETEVULG_16.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
828,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.7,23.4,0.29,UAE18---_HETEVULG_19.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
829,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.5,20.9,0.196,UAE18---_HETEVULG_17.5,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
830,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,19.7,0.15,UAE18---_HETEVULG_16.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
831,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.9,27.8,0.106,UAE18---_HETEVULG_22.9,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
832,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.2,25.7,0.263,UAE18---_HETEVULG_21.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
833,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24.6,0.288,UAE18---_HETEVULG_20.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
834,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17,20.4,0.161,UAE18---_HETEVULG_17,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
835,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,25.2,30.6,0.405,UAE18---_HETEVULG_25.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
836,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.6,19.9,0.141,UAE18---_HETEVULG_16.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
837,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,22.6,0.192,UAE18---_HETEVULG_18.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
838,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,22.8,0.207,UAE18---_HETEVULG_18.8,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
839,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.6,19.2,0.11,UAE18---_HETEVULG_15.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
840,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.9,27.1,0.312,UAE18---_HETEVULG_21.9,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
841,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.2,19.6,0.168,UAE18---_HETEVULG_17.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
842,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.6,24.5,0.247,UAE18---_HETEVULG_20.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
843,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.3,21.1,0.166,UAE18---_HETEVULG_17.3,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
844,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.2,19.3,0.127,UAE18---_HETEVULG_16.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
845,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.9,26.4,0.288,UAE18---_HETEVULG_21.9,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
846,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24.6,0.318,UAE18---_HETEVULG_20.1,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
847,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.4,20.3,0.164,UAE18---_HETEVULG_16.4,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
848,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.5,23.4,0.244,UAE18---_HETEVULG_19.5,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
849,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.2,25.6,0.337,UAE18---_HETEVULG_21.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
850,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,22.2,0.187,UAE18---_HETEVULG_18,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
851,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.7,16.9,0.085,UAE18---_HETEVULG_13.7,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
852,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.5,21.6,0.197,UAE18---_HETEVULG_18.5,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
853,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,22.1,0.209,UAE18---_HETEVULG_18.2,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
854,GoO,Dibba,DibbaI,B13,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.6,25.7,0.275,UAE18---_HETEVULG_21.6,25.49257,56.36386,NPNT-Lot,Het. vulgaris,4,InvMob,Solitr,BnthDw,28.25
