Number,Location,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
966,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,645,UAE18645,Gobiidae,Coryogalops,anomalus,CORYANOM,26,31.2,0.419,UAE18645_CORYANOM_26,25.48209,56.36566,Vial,
967,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,646,UAE18646,Gobiidae,Coryogalops,anomalus,CORYANOM,19.9,24.9,0.175,UAE18646_CORYANOM_19.9,25.48209,56.36566,Vial,
968,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,647,UAE18647,Gobiidae,Coryogalops,anomalus,CORYANOM,20.1,24.7,0.164,UAE18647_CORYANOM_20.1,25.48209,56.36566,Vial,
969,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,648,UAE18648,Gobiidae,Coryogalops,anomalus,CORYANOM,21.3,25.3,0.207,UAE18648_CORYANOM_21.3,25.48209,56.36566,Vial,
970,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,649,UAE18649,Gobiidae,Coryogalops,anomalus,CORYANOM,17.1,21,0.093,UAE18649_CORYANOM_17.1,25.48209,56.36566,Vial,
971,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,650,UAE18650,Gobiidae,Coryogalops,anomalus,CORYANOM,21.2,26.1,0.209,UAE18650_CORYANOM_21.2,25.48209,56.36566,Vial,
972,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,651,UAE18651,Gobiidae,Coryogalops,anomalus,CORYANOM,19.5,23.9,0.148,UAE18651_CORYANOM_19.5,25.48209,56.36566,Vial,
973,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,652,UAE18652,Gobiidae,Coryogalops,anomalus,CORYANOM,16.7,19.6,0.097,UAE18652_CORYANOM_16.7,25.48209,56.36566,Vial,
974,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,653,UAE18653,Gobiidae,Coryogalops,anomalus,CORYANOM,23.6,27.4,0.29,UAE18653_CORYANOM_23.6,25.48209,56.36566,Vial,
975,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,654,UAE18654,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,41.5,59.9,2.624,UAE18654_NEOPCYAN_41.5,25.48209,56.36566,Comm,
976,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,655,UAE18655,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,29.8,39.9,1.033,UAE18655_NEOPCYAN_29.8,25.48209,56.36566,Comm,
977,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,656,UAE18656,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,40.5,53.9,2.144,UAE18656_NEOPCYAN_40.5,25.48209,56.36566,UAE-jar,
978,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,657,UAE18657,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.4,25.6,0.236,UAE18657_HETEVULG_21.4,25.48209,56.36566,Vial,
979,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,658,UAE18658,Gobiidae,Hetereleotris,vulgaris,HETEVULG,27.4,32.6,0.485,UAE18658_HETEVULG_27.4,25.48209,56.36566,Vial,
980,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,659,UAE18659,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.3,25.9,0.223,UAE18659_HETEVULG_21.3,25.48209,56.36566,Vial,
981,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,660,UAE18660,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.9,30.4,0.335,UAE18660_HETEVULG_24.9,25.48209,56.36566,Vial,
982,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,661,UAE18661,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.4,26.9,0.242,UAE18661_HETEVULG_22.4,25.48209,56.36566,Vial,
983,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,662,UAE18662,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.6,25.2,0.233,UAE18662_HETEVULG_20.6,25.48209,56.36566,Vial,
984,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,663,UAE18663,Gobiidae,Hetereleotris,vulgaris,HETEVULG,24.1,28.6,0.274,UAE18663_HETEVULG_24.1,25.48209,56.36566,Vial,
985,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,664,UAE18664,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22,27.2,0.267,UAE18664_HETEVULG_22,25.48209,56.36566,Vial,
986,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,665,UAE18665,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,22.2,0.154,UAE18665_HETEVULG_18.2,25.48209,56.36566,Vial,
987,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,666,UAE18666,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.8,28.7,0.315,UAE18666_HETEVULG_23.8,25.48209,56.36566,Vial,
988,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,37.3,45.8,1.353,UAE18---_ECSEPULC_37.3,25.48209,56.36566,NPNT-Lot,
989,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,40.4,52.2,1.438,UAE18---_ECSEPULC_40.4,25.48209,56.36566,NPNT-Lot,
990,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,34,39.6,0.937,UAE18---_ECSEPULC_34,25.48209,56.36566,NPNT-Lot,
991,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.3,39.4,0.875,UAE18---_ECSEPULC_33.3,25.48209,56.36566,NPNT-Lot,
992,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,24.7,29,0.383,UAE18---_ECSEPULC_24.7,25.48209,56.36566,NPNT-Lot,
993,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,29.3,35.6,0.648,UAE18---_ECSEPULC_29.3,25.48209,56.36566,NPNT-Lot,
994,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,23.8,28.6,0.327,UAE18---_ECSEPULC_23.8,25.48209,56.36566,NPNT-Lot,
995,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,28.1,34.1,0.582,UAE18---_ECSEPULC_28.1,25.48209,56.36566,NPNT-Lot,
996,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,38,46.9,1.184,UAE18---_ECSEPULC_38,25.48209,56.36566,NPNT-Lot,
997,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.8,42.7,0.856,UAE18---_ECSEPULC_33.8,25.48209,56.36566,NPNT-Lot,
998,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,34.5,43.3,1.042,UAE18---_ECSEPULC_34.5,25.48209,56.36566,NPNT-Lot,
999,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,31.5,38.7,0.823,UAE18---_ECSEPULC_31.5,25.48209,56.36566,NPNT-Lot,
1000,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,30.5,37.1,0.675,UAE18---_ECSEPULC_30.5,25.48209,56.36566,NPNT-Lot,
1001,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,30.6,37.5,0.751,UAE18---_ECSEPULC_30.6,25.48209,56.36566,NPNT-Lot,
1002,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,30.5,36.3,0.645,UAE18---_ECSEPULC_30.5,25.48209,56.36566,NPNT-Lot,
1003,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,23.7,29.1,0.386,UAE18---_ECSEPULC_23.7,25.48209,56.36566,NPNT-Lot,
1004,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,28.1,33.9,0.495,UAE18---_ECSEPULC_28.1,25.48209,56.36566,NPNT-Lot,
1005,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,34.4,44.6,0.884,UAE18---_ECSEPULC_34.4,25.48209,56.36566,NPNT-Lot,
1006,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,39.2,49.8,1.224,UAE18---_ECSEPULC_39.2,25.48209,56.36566,NPNT-Lot,
1007,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,41.1,49.8,1.469,UAE18---_ECSEPULC_41.1,25.48209,56.36566,NPNT-Lot,
1008,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,41.3,52.3,1.421,UAE18---_ECSEPULC_41.3,25.48209,56.36566,NPNT-Lot,
1009,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,37.4,44.4,1.019,UAE18---_ECSEPULC_37.4,25.48209,56.36566,NPNT-Lot,
1010,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,27.6,33.3,0.49,UAE18---_ECSEPULC_27.6,25.48209,56.36566,NPNT-Lot,
1011,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,38.8,45.6,1.241,UAE18---_ECSEPULC_38.8,25.48209,56.36566,NPNT-Lot,
1012,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,64.4,81.9,3.293,UAE18---_ECSEPULC_64.4,25.48209,56.36566,NPNT-Lot,
1013,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,63.2,81.1,3.878,UAE18---_ECSEPULC_63.2,25.48209,56.36566,NPNT-Lot,
1014,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,51.9,68.9,2.357,UAE18---_ECSEPULC_51.9,25.48209,56.36566,NPNT-Lot,
1015,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,52.3,70.8,1.796,UAE18---_ECSEPULC_52.3,25.48209,56.36566,NPNT-Lot,
1016,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,45.2,57.2,1.587,UAE18---_ECSEPULC_45.2,25.48209,56.36566,NPNT-Lot,
1017,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,47.9,63.9,2.184,UAE18---_ECSEPULC_47.9,25.48209,56.36566,NPNT-Lot,
1018,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,30.4,36.6,0.607,UAE18---_ECSEPULC_30.4,25.48209,56.36566,NPNT-Lot,
1019,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.9,42.2,0.86,UAE18---_ECSEPULC_33.9,25.48209,56.36566,NPNT-Lot,
1020,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Blenniidae,Ecsenius,pulcher,ECSEPULC,33.6,40.1,0.843,UAE18---_ECSEPULC_33.6,25.48209,56.36566,NPNT-Lot,
1021,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,35,45.1,1.819,UAE18---_NEOPCYAN_35,25.48209,56.36566,NPNT-Lot,
1022,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,42.6,54.6,2.527,UAE18---_NEOPCYAN_42.6,25.48209,56.36566,NPNT-Lot,
1023,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,34.8,46.5,1.68,UAE18---_NEOPCYAN_34.8,25.48209,56.36566,NPNT-Lot,
1024,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,29.7,39.8,1.12,UAE18---_NEOPCYAN_29.7,25.48209,56.36566,NPNT-Lot,
1025,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,22.7,28.7,0.446,UAE18---_NEOPCYAN_22.7,25.48209,56.36566,NPNT-Lot,
1026,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,40.1,50.1,2.342,UAE18---_NEOPCYAN_40.1,25.48209,56.36566,NPNT-Lot,
1027,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,34.7,34.7,1.73,UAE18---_NEOPCYAN_34.7,25.48209,56.36566,NPNT-Lot,
1028,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,37,47.2,1.977,UAE18---_NEOPCYAN_37,25.48209,56.36566,NPNT-Lot,
1029,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,30.7,39.8,1.207,UAE18---_NEOPCYAN_30.7,25.48209,56.36566,NPNT-Lot,
1030,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,13.6,18.1,0.098,UAE18---_NEOPCYAN_13.6,25.48209,56.36566,NPNT-Lot,
1031,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,34.8,44.9,1.926,UAE18---_NEOPCYAN_34.8,25.48209,56.36566,NPNT-Lot,
1032,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,36.9,45.9,1.95,UAE18---_NEOPCYAN_36.9,25.48209,56.36566,NPNT-Lot,
1033,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,33.6,44.7,1.544,UAE18---_NEOPCYAN_33.6,25.48209,56.36566,NPNT-Lot,
1034,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,24.6,31.4,0.529,UAE18---_NEOPCYAN_24.6,25.48209,56.36566,NPNT-Lot,
1035,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,23.3,32,0.552,UAE18---_NEOPCYAN_23.3,25.48209,56.36566,NPNT-Lot,
1036,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Pomacentridae,Neopomacentrus,cyanomos,NEOPCYAN,20.9,27.8,0.39,UAE18---_NEOPCYAN_20.9,25.48209,56.36566,NPNT-Lot,
1037,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.1,19.9,0.12,UAE18---_HETEVULG_16.1,25.48209,56.36566,NPNT-Lot,
1038,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.2,22.7,0.209,UAE18---_HETEVULG_19.2,25.48209,56.36566,NPNT-Lot,
1039,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.6,17.3,0.107,UAE18---_HETEVULG_14.6,25.48209,56.36566,NPNT-Lot,
1040,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,17.4,21.4,0.16,UAE18---_HETEVULG_17.4,25.48209,56.36566,NPNT-Lot,
1041,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.8,22.7,0.194,UAE18---_HETEVULG_18.8,25.48209,56.36566,NPNT-Lot,
1042,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.3,27.9,0.383,UAE18---_HETEVULG_23.3,25.48209,56.36566,NPNT-Lot,
1043,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.7,19.9,0.125,UAE18---_HETEVULG_16.7,25.48209,56.36566,NPNT-Lot,
1044,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.5,21.9,0.188,UAE18---_HETEVULG_18.5,25.48209,56.36566,NPNT-Lot,
1045,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23,27,0.361,UAE18---_HETEVULG_23,25.48209,56.36566,NPNT-Lot,
1046,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.9,28.6,0.34,UAE18---_HETEVULG_23.9,25.48209,56.36566,NPNT-Lot,
1047,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,18.9,0.117,UAE18---_HETEVULG_15.7,25.48209,56.36566,NPNT-Lot,
1048,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.3,23.3,0.2,UAE18---_HETEVULG_19.3,25.48209,56.36566,NPNT-Lot,
1049,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.9,26.3,0.335,UAE18---_HETEVULG_21.9,25.48209,56.36566,NPNT-Lot,
1050,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.8,26.6,0.315,UAE18---_HETEVULG_21.8,25.48209,56.36566,NPNT-Lot,
1051,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,16.2,19.4,0.117,UAE18---_HETEVULG_16.2,25.48209,56.36566,NPNT-Lot,
1052,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,19.8,23.8,0.209,UAE18---_HETEVULG_19.8,25.48209,56.36566,NPNT-Lot,
1053,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.2,21.9,0.168,UAE18---_HETEVULG_18.2,25.48209,56.36566,NPNT-Lot,
1054,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.9,22.7,0.181,UAE18---_HETEVULG_18.9,25.48209,56.36566,NPNT-Lot,
1055,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,16.2,0.07,UAE18---_HETEVULG_13.4,25.48209,56.36566,NPNT-Lot,
1056,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,14.7,17.4,0.076,UAE18---_HETEVULG_14.7,25.48209,56.36566,NPNT-Lot,
1057,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.7,19.1,0.093,UAE18---_HETEVULG_15.7,25.48209,56.36566,NPNT-Lot,
1058,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24.9,0.24,UAE18---_HETEVULG_20.1,25.48209,56.36566,NPNT-Lot,
1059,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.2,26.3,0.316,UAE18---_HETEVULG_22.2,25.48209,56.36566,NPNT-Lot,
1060,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.9,22.4,0.151,UAE18---_HETEVULG_18.9,25.48209,56.36566,NPNT-Lot,
1061,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.9,27,0.303,UAE18---_HETEVULG_22.9,25.48209,56.36566,NPNT-Lot,
1062,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.6,26.9,0.321,UAE18---_HETEVULG_22.6,25.48209,56.36566,NPNT-Lot,
1063,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.1,18.7,0.081,UAE18---_HETEVULG_15.1,25.48209,56.36566,NPNT-Lot,
1064,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,15.2,18.2,0.084,UAE18---_HETEVULG_15.2,25.48209,56.36566,NPNT-Lot,
1065,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18,22.1,0.245,UAE18---_HETEVULG_18,25.48209,56.36566,NPNT-Lot,
1066,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,13.4,16.3,0.063,UAE18---_HETEVULG_13.4,25.48209,56.36566,NPNT-Lot,
1067,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.5,26.7,0.303,UAE18---_HETEVULG_22.5,25.48209,56.36566,NPNT-Lot,
1068,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,21.8,26,0.281,UAE18---_HETEVULG_21.8,25.48209,56.36566,NPNT-Lot,
1069,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,23.1,28.1,0.353,UAE18---_HETEVULG_23.1,25.48209,56.36566,NPNT-Lot,
1070,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.1,24.3,0.241,UAE18---_HETEVULG_20.1,25.48209,56.36566,NPNT-Lot,
1071,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,22.1,26.9,0.32,UAE18---_HETEVULG_22.1,25.48209,56.36566,NPNT-Lot,
1072,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,18.1,21.7,0.158,UAE18---_HETEVULG_18.1,25.48209,56.36566,NPNT-Lot,
1073,Fujairah,SharmRockIII,B14,Rockyreef,3/5/18,8.2,290,UAE18,---,UAE18---,Gobiidae,Hetereleotris,vulgaris,HETEVULG,20.9,23.9,0.223,UAE18---_HETEVULG_20.9,25.48209,56.36566,NPNT-Lot,
